[0, {'nbr_sylable_gen': 8, 'nbr_sylable_origin': 7, 'line_length_gen': 4.714285714285714, 'line_length_ori': 4.666666666666667, 'uniq_words_gen': 7, 'uniq_words_ori': 6}]
[8, {'nbr_sylable_gen': 3, 'nbr_sylable_origin': 8, 'line_length_gen': 4.666666666666667, 'line_length_ori': 2.75, 'uniq_words_gen': 3, 'uniq_words_ori': 7}]
[8, {'nbr_sylable_gen': 3, 'nbr_sylable_origin': 8, 'line_length_gen': 4.666666666666667, 'line_length_ori': 2.75, 'uniq_words_gen': 3, 'uniq_words_ori': 7}]
[8, {'nbr_sylable_gen': 3, 'nbr_sylable_origin': 8, 'line_length_gen': 4.666666666666667, 'line_length_ori': 2.75, 'uniq_words_gen': 3, 'uniq_words_ori': 7}]
[8, {'nbr_sylable_gen': 3, 'nbr_sylable_origin': 8, 'line_length_gen': 4.666666666666667, 'line_length_ori': 2.75, 'uniq_words_gen': 3, 'uniq_words_ori': 7}]
[8, {'nbr_sylable_gen': 3, 'nbr_sylable_origin': 8, 'line_length_gen': 4.666666666666667, 'line_length_ori': 2.75, 'uniq_words_gen': 3, 'uniq_words_ori': 7}]
[8, {'nbr_sylable_gen': 3, 'nbr_sylable_origin': 8, 'line_length_gen': 4.666666666666667, 'line_length_ori': 2.75, 'uniq_words_gen': 3, 'uniq_words_ori': 7}]
[9, {'nbr_sylable_gen': 7, 'nbr_sylable_origin': 13, 'line_length_gen': 5.0, 'line_length_ori': 3.5384615384615383, 'uniq_words_gen': 5, 'uniq_words_ori': 8}]
[9, {'nbr_sylable_gen': 7, 'nbr_sylable_origin': 13, 'line_length_gen': 5.0, 'line_length_ori': 3.5384615384615383, 'uniq_words_gen': 5, 'uniq_words_ori': 8}]
[9, {'nbr_sylable_gen': 7, 'nbr_sylable_origin': 13, 'line_length_gen': 5.0, 'line_length_ori': 3.5384615384615383, 'uniq_words_gen': 5, 'uniq_words_ori': 8}]
[9, {'nbr_sylable_gen': 7, 'nbr_sylable_origin': 13, 'line_length_gen': 5.0, 'line_length_ori': 3.5384615384615383, 'uniq_words_gen': 5, 'uniq_words_ori': 8}]
[9, {'nbr_sylable_gen': 7, 'nbr_sylable_origin': 13, 'line_length_gen': 5.0, 'line_length_ori': 3.5384615384615383, 'uniq_words_gen': 5, 'uniq_words_ori': 8}]
[9, {'nbr_sylable_gen': 7, 'nbr_sylable_origin': 13, 'line_length_gen': 5.0, 'line_length_ori': 3.5384615384615383, 'uniq_words_gen': 5, 'uniq_words_ori': 8}]
[10, {'nbr_sylable_gen': 7, 'nbr_sylable_origin': 8, 'line_length_gen': 4.666666666666667, 'line_length_ori': 6.25, 'uniq_words_gen': 6, 'uniq_words_ori': 4}]
[10, {'nbr_sylable_gen': 7, 'nbr_sylable_origin': 8, 'line_length_gen': 4.666666666666667, 'line_length_ori': 6.25, 'uniq_words_gen': 6, 'uniq_words_ori': 4}]
[10, {'nbr_sylable_gen': 7, 'nbr_sylable_origin': 8, 'line_length_gen': 4.666666666666667, 'line_length_ori': 6.25, 'uniq_words_gen': 6, 'uniq_words_ori': 4}]
[10, {'nbr_sylable_gen': 7, 'nbr_sylable_origin': 8, 'line_length_gen': 4.666666666666667, 'line_length_ori': 6.25, 'uniq_words_gen': 6, 'uniq_words_ori': 4}]
[10, {'nbr_sylable_gen': 7, 'nbr_sylable_origin': 8, 'line_length_gen': 4.666666666666667, 'line_length_ori': 6.25, 'uniq_words_gen': 6, 'uniq_words_ori': 4}]
[10, {'nbr_sylable_gen': 7, 'nbr_sylable_origin': 8, 'line_length_gen': 4.666666666666667, 'line_length_ori': 6.25, 'uniq_words_gen': 6, 'uniq_words_ori': 4}]
[11, {'nbr_sylable_gen': 4, 'nbr_sylable_origin': 12, 'line_length_gen': 3.3333333333333335, 'line_length_ori': 4.571428571428571, 'uniq_words_gen': 3, 'uniq_words_ori': 7}]
[11, {'nbr_sylable_gen': 4, 'nbr_sylable_origin': 12, 'line_length_gen': 3.3333333333333335, 'line_length_ori': 4.571428571428571, 'uniq_words_gen': 3, 'uniq_words_ori': 7}]
[11, {'nbr_sylable_gen': 4, 'nbr_sylable_origin': 12, 'line_length_gen': 3.3333333333333335, 'line_length_ori': 4.571428571428571, 'uniq_words_gen': 3, 'uniq_words_ori': 7}]
[11, {'nbr_sylable_gen': 4, 'nbr_sylable_origin': 12, 'line_length_gen': 3.3333333333333335, 'line_length_ori': 4.571428571428571, 'uniq_words_gen': 3, 'uniq_words_ori': 7}]
[11, {'nbr_sylable_gen': 4, 'nbr_sylable_origin': 12, 'line_length_gen': 3.3333333333333335, 'line_length_ori': 4.571428571428571, 'uniq_words_gen': 3, 'uniq_words_ori': 7}]
[11, {'nbr_sylable_gen': 4, 'nbr_sylable_origin': 12, 'line_length_gen': 3.3333333333333335, 'line_length_ori': 4.571428571428571, 'uniq_words_gen': 3, 'uniq_words_ori': 7}]
[12, {'nbr_sylable_gen': 9, 'nbr_sylable_origin': 10, 'line_length_gen': 3.4, 'line_length_ori': 4.375, 'uniq_words_gen': 10, 'uniq_words_ori': 8}]
[12, {'nbr_sylable_gen': 9, 'nbr_sylable_origin': 10, 'line_length_gen': 3.4, 'line_length_ori': 4.375, 'uniq_words_gen': 10, 'uniq_words_ori': 8}]
[12, {'nbr_sylable_gen': 9, 'nbr_sylable_origin': 10, 'line_length_gen': 3.4, 'line_length_ori': 4.375, 'uniq_words_gen': 10, 'uniq_words_ori': 8}]
[12, {'nbr_sylable_gen': 9, 'nbr_sylable_origin': 10, 'line_length_gen': 3.4, 'line_length_ori': 4.375, 'uniq_words_gen': 10, 'uniq_words_ori': 8}]
[12, {'nbr_sylable_gen': 9, 'nbr_sylable_origin': 10, 'line_length_gen': 3.4, 'line_length_ori': 4.375, 'uniq_words_gen': 10, 'uniq_words_ori': 8}]
[12, {'nbr_sylable_gen': 9, 'nbr_sylable_origin': 10, 'line_length_gen': 3.4, 'line_length_ori': 4.375, 'uniq_words_gen': 10, 'uniq_words_ori': 8}]
[13, {'nbr_sylable_gen': 11, 'nbr_sylable_origin': 18, 'line_length_gen': 3.4444444444444446, 'line_length_ori': 5.333333333333333, 'uniq_words_gen': 9, 'uniq_words_ori': 10}]
[13, {'nbr_sylable_gen': 11, 'nbr_sylable_origin': 18, 'line_length_gen': 3.4444444444444446, 'line_length_ori': 5.333333333333333, 'uniq_words_gen': 9, 'uniq_words_ori': 10}]
[13, {'nbr_sylable_gen': 11, 'nbr_sylable_origin': 18, 'line_length_gen': 3.4444444444444446, 'line_length_ori': 5.333333333333333, 'uniq_words_gen': 9, 'uniq_words_ori': 10}]
[13, {'nbr_sylable_gen': 11, 'nbr_sylable_origin': 18, 'line_length_gen': 3.4444444444444446, 'line_length_ori': 5.333333333333333, 'uniq_words_gen': 9, 'uniq_words_ori': 10}]
[13, {'nbr_sylable_gen': 11, 'nbr_sylable_origin': 18, 'line_length_gen': 3.4444444444444446, 'line_length_ori': 5.333333333333333, 'uniq_words_gen': 9, 'uniq_words_ori': 10}]
[13, {'nbr_sylable_gen': 11, 'nbr_sylable_origin': 18, 'line_length_gen': 3.4444444444444446, 'line_length_ori': 5.333333333333333, 'uniq_words_gen': 9, 'uniq_words_ori': 10}]
[14, {'nbr_sylable_gen': 12, 'nbr_sylable_origin': 13, 'line_length_gen': 3.888888888888889, 'line_length_ori': 3.6923076923076925, 'uniq_words_gen': 9, 'uniq_words_ori': 10}]
[14, {'nbr_sylable_gen': 12, 'nbr_sylable_origin': 13, 'line_length_gen': 3.888888888888889, 'line_length_ori': 3.6923076923076925, 'uniq_words_gen': 9, 'uniq_words_ori': 10}]
[14, {'nbr_sylable_gen': 12, 'nbr_sylable_origin': 13, 'line_length_gen': 3.888888888888889, 'line_length_ori': 3.6923076923076925, 'uniq_words_gen': 9, 'uniq_words_ori': 10}]
[14, {'nbr_sylable_gen': 12, 'nbr_sylable_origin': 13, 'line_length_gen': 3.888888888888889, 'line_length_ori': 3.6923076923076925, 'uniq_words_gen': 9, 'uniq_words_ori': 10}]
[14, {'nbr_sylable_gen': 12, 'nbr_sylable_origin': 13, 'line_length_gen': 3.888888888888889, 'line_length_ori': 3.6923076923076925, 'uniq_words_gen': 9, 'uniq_words_ori': 10}]
[14, {'nbr_sylable_gen': 12, 'nbr_sylable_origin': 13, 'line_length_gen': 3.888888888888889, 'line_length_ori': 3.6923076923076925, 'uniq_words_gen': 9, 'uniq_words_ori': 10}]
[15, {'nbr_sylable_gen': 6, 'nbr_sylable_origin': 5, 'line_length_gen': 4.5, 'line_length_ori': 5.0, 'uniq_words_gen': 5, 'uniq_words_ori': 4}]
[15, {'nbr_sylable_gen': 6, 'nbr_sylable_origin': 5, 'line_length_gen': 4.5, 'line_length_ori': 5.0, 'uniq_words_gen': 5, 'uniq_words_ori': 4}]
[15, {'nbr_sylable_gen': 6, 'nbr_sylable_origin': 5, 'line_length_gen': 4.5, 'line_length_ori': 5.0, 'uniq_words_gen': 5, 'uniq_words_ori': 4}]
[15, {'nbr_sylable_gen': 6, 'nbr_sylable_origin': 5, 'line_length_gen': 4.5, 'line_length_ori': 5.0, 'uniq_words_gen': 5, 'uniq_words_ori': 4}]
[15, {'nbr_sylable_gen': 6, 'nbr_sylable_origin': 5, 'line_length_gen': 4.5, 'line_length_ori': 5.0, 'uniq_words_gen': 5, 'uniq_words_ori': 4}]
[15, {'nbr_sylable_gen': 6, 'nbr_sylable_origin': 5, 'line_length_gen': 4.5, 'line_length_ori': 5.0, 'uniq_words_gen': 5, 'uniq_words_ori': 4}]
[16, {'nbr_sylable_gen': 6, 'nbr_sylable_origin': 7, 'line_length_gen': 3.6, 'line_length_ori': 3.625, 'uniq_words_gen': 5, 'uniq_words_ori': 8}]
[16, {'nbr_sylable_gen': 6, 'nbr_sylable_origin': 7, 'line_length_gen': 3.6, 'line_length_ori': 3.625, 'uniq_words_gen': 5, 'uniq_words_ori': 8}]
[16, {'nbr_sylable_gen': 6, 'nbr_sylable_origin': 7, 'line_length_gen': 3.6, 'line_length_ori': 3.625, 'uniq_words_gen': 5, 'uniq_words_ori': 8}]
[16, {'nbr_sylable_gen': 6, 'nbr_sylable_origin': 7, 'line_length_gen': 3.6, 'line_length_ori': 3.625, 'uniq_words_gen': 5, 'uniq_words_ori': 8}]
[16, {'nbr_sylable_gen': 6, 'nbr_sylable_origin': 7, 'line_length_gen': 3.6, 'line_length_ori': 3.625, 'uniq_words_gen': 5, 'uniq_words_ori': 8}]
[16, {'nbr_sylable_gen': 6, 'nbr_sylable_origin': 7, 'line_length_gen': 3.6, 'line_length_ori': 3.625, 'uniq_words_gen': 5, 'uniq_words_ori': 8}]
[17, {'nbr_sylable_gen': 12, 'nbr_sylable_origin': 6, 'line_length_gen': 3.875, 'line_length_ori': 3.5, 'uniq_words_gen': 8, 'uniq_words_ori': 6}]
[17, {'nbr_sylable_gen': 12, 'nbr_sylable_origin': 6, 'line_length_gen': 3.875, 'line_length_ori': 3.5, 'uniq_words_gen': 8, 'uniq_words_ori': 6}]
[17, {'nbr_sylable_gen': 12, 'nbr_sylable_origin': 6, 'line_length_gen': 3.875, 'line_length_ori': 3.5, 'uniq_words_gen': 8, 'uniq_words_ori': 6}]
[17, {'nbr_sylable_gen': 12, 'nbr_sylable_origin': 6, 'line_length_gen': 3.875, 'line_length_ori': 3.5, 'uniq_words_gen': 8, 'uniq_words_ori': 6}]
[17, {'nbr_sylable_gen': 12, 'nbr_sylable_origin': 6, 'line_length_gen': 3.875, 'line_length_ori': 3.5, 'uniq_words_gen': 8, 'uniq_words_ori': 6}]
[17, {'nbr_sylable_gen': 12, 'nbr_sylable_origin': 6, 'line_length_gen': 3.875, 'line_length_ori': 3.5, 'uniq_words_gen': 8, 'uniq_words_ori': 6}]
[18, {'nbr_sylable_gen': 7, 'nbr_sylable_origin': 15, 'line_length_gen': 7.666666666666667, 'line_length_ori': 3.727272727272727, 'uniq_words_gen': 3, 'uniq_words_ori': 9}]
[18, {'nbr_sylable_gen': 7, 'nbr_sylable_origin': 15, 'line_length_gen': 7.666666666666667, 'line_length_ori': 3.727272727272727, 'uniq_words_gen': 3, 'uniq_words_ori': 9}]
[18, {'nbr_sylable_gen': 7, 'nbr_sylable_origin': 15, 'line_length_gen': 7.666666666666667, 'line_length_ori': 3.727272727272727, 'uniq_words_gen': 3, 'uniq_words_ori': 9}]
[18, {'nbr_sylable_gen': 7, 'nbr_sylable_origin': 15, 'line_length_gen': 7.666666666666667, 'line_length_ori': 3.727272727272727, 'uniq_words_gen': 3, 'uniq_words_ori': 9}]
[18, {'nbr_sylable_gen': 7, 'nbr_sylable_origin': 15, 'line_length_gen': 7.666666666666667, 'line_length_ori': 3.727272727272727, 'uniq_words_gen': 3, 'uniq_words_ori': 9}]
[18, {'nbr_sylable_gen': 7, 'nbr_sylable_origin': 15, 'line_length_gen': 7.666666666666667, 'line_length_ori': 3.727272727272727, 'uniq_words_gen': 3, 'uniq_words_ori': 9}]
[19, {'nbr_sylable_gen': 12, 'nbr_sylable_origin': 5, 'line_length_gen': 4.444444444444445, 'line_length_ori': 5.25, 'uniq_words_gen': 9, 'uniq_words_ori': 4}]
[19, {'nbr_sylable_gen': 12, 'nbr_sylable_origin': 5, 'line_length_gen': 4.444444444444445, 'line_length_ori': 5.25, 'uniq_words_gen': 9, 'uniq_words_ori': 4}]
[19, {'nbr_sylable_gen': 12, 'nbr_sylable_origin': 5, 'line_length_gen': 4.444444444444445, 'line_length_ori': 5.25, 'uniq_words_gen': 9, 'uniq_words_ori': 4}]
[19, {'nbr_sylable_gen': 12, 'nbr_sylable_origin': 5, 'line_length_gen': 4.444444444444445, 'line_length_ori': 5.25, 'uniq_words_gen': 9, 'uniq_words_ori': 4}]
[19, {'nbr_sylable_gen': 12, 'nbr_sylable_origin': 5, 'line_length_gen': 4.444444444444445, 'line_length_ori': 5.25, 'uniq_words_gen': 9, 'uniq_words_ori': 4}]
[19, {'nbr_sylable_gen': 12, 'nbr_sylable_origin': 5, 'line_length_gen': 4.444444444444445, 'line_length_ori': 5.25, 'uniq_words_gen': 9, 'uniq_words_ori': 4}]
[20, {'nbr_sylable_gen': 10, 'nbr_sylable_origin': 7, 'line_length_gen': 3.125, 'line_length_ori': 6.0, 'uniq_words_gen': 8, 'uniq_words_ori': 4}]
[20, {'nbr_sylable_gen': 10, 'nbr_sylable_origin': 7, 'line_length_gen': 3.125, 'line_length_ori': 6.0, 'uniq_words_gen': 8, 'uniq_words_ori': 4}]
[20, {'nbr_sylable_gen': 10, 'nbr_sylable_origin': 7, 'line_length_gen': 3.125, 'line_length_ori': 6.0, 'uniq_words_gen': 8, 'uniq_words_ori': 4}]
[20, {'nbr_sylable_gen': 10, 'nbr_sylable_origin': 7, 'line_length_gen': 3.125, 'line_length_ori': 6.0, 'uniq_words_gen': 8, 'uniq_words_ori': 4}]
[20, {'nbr_sylable_gen': 10, 'nbr_sylable_origin': 7, 'line_length_gen': 3.125, 'line_length_ori': 6.0, 'uniq_words_gen': 8, 'uniq_words_ori': 4}]
[20, {'nbr_sylable_gen': 10, 'nbr_sylable_origin': 7, 'line_length_gen': 3.125, 'line_length_ori': 6.0, 'uniq_words_gen': 8, 'uniq_words_ori': 4}]
[21, {'nbr_sylable_gen': 17, 'nbr_sylable_origin': 10, 'line_length_gen': 4.857142857142857, 'line_length_ori': 3.625, 'uniq_words_gen': 14, 'uniq_words_ori': 8}]
[21, {'nbr_sylable_gen': 17, 'nbr_sylable_origin': 10, 'line_length_gen': 4.857142857142857, 'line_length_ori': 3.625, 'uniq_words_gen': 14, 'uniq_words_ori': 8}]
[21, {'nbr_sylable_gen': 17, 'nbr_sylable_origin': 10, 'line_length_gen': 4.857142857142857, 'line_length_ori': 3.625, 'uniq_words_gen': 14, 'uniq_words_ori': 8}]
[21, {'nbr_sylable_gen': 17, 'nbr_sylable_origin': 10, 'line_length_gen': 4.857142857142857, 'line_length_ori': 3.625, 'uniq_words_gen': 14, 'uniq_words_ori': 8}]
[21, {'nbr_sylable_gen': 17, 'nbr_sylable_origin': 10, 'line_length_gen': 4.857142857142857, 'line_length_ori': 3.625, 'uniq_words_gen': 14, 'uniq_words_ori': 8}]
[21, {'nbr_sylable_gen': 17, 'nbr_sylable_origin': 10, 'line_length_gen': 4.857142857142857, 'line_length_ori': 3.625, 'uniq_words_gen': 14, 'uniq_words_ori': 8}]
[22, {'nbr_sylable_gen': 0, 'nbr_sylable_origin': 10, 'line_length_gen': 0.0, 'line_length_ori': 4.125, 'uniq_words_gen': 1, 'uniq_words_ori': 6}]
[22, {'nbr_sylable_gen': 0, 'nbr_sylable_origin': 10, 'line_length_gen': 0.0, 'line_length_ori': 4.125, 'uniq_words_gen': 1, 'uniq_words_ori': 6}]
[22, {'nbr_sylable_gen': 0, 'nbr_sylable_origin': 10, 'line_length_gen': 0.0, 'line_length_ori': 4.125, 'uniq_words_gen': 1, 'uniq_words_ori': 6}]
[22, {'nbr_sylable_gen': 0, 'nbr_sylable_origin': 10, 'line_length_gen': 0.0, 'line_length_ori': 4.125, 'uniq_words_gen': 1, 'uniq_words_ori': 6}]
[22, {'nbr_sylable_gen': 0, 'nbr_sylable_origin': 10, 'line_length_gen': 0.0, 'line_length_ori': 4.125, 'uniq_words_gen': 1, 'uniq_words_ori': 6}]
[22, {'nbr_sylable_gen': 0, 'nbr_sylable_origin': 10, 'line_length_gen': 0.0, 'line_length_ori': 4.125, 'uniq_words_gen': 1, 'uniq_words_ori': 6}]
[23, {'nbr_sylable_gen': 14, 'nbr_sylable_origin': 0, 'line_length_gen': 4.0, 'line_length_ori': 0.0, 'uniq_words_gen': 11, 'uniq_words_ori': 1}]
[23, {'nbr_sylable_gen': 14, 'nbr_sylable_origin': 0, 'line_length_gen': 4.0, 'line_length_ori': 0.0, 'uniq_words_gen': 11, 'uniq_words_ori': 1}]
[23, {'nbr_sylable_gen': 14, 'nbr_sylable_origin': 0, 'line_length_gen': 4.0, 'line_length_ori': 0.0, 'uniq_words_gen': 11, 'uniq_words_ori': 1}]
[23, {'nbr_sylable_gen': 14, 'nbr_sylable_origin': 0, 'line_length_gen': 4.0, 'line_length_ori': 0.0, 'uniq_words_gen': 11, 'uniq_words_ori': 1}]
[23, {'nbr_sylable_gen': 14, 'nbr_sylable_origin': 0, 'line_length_gen': 4.0, 'line_length_ori': 0.0, 'uniq_words_gen': 11, 'uniq_words_ori': 1}]
